"id","amount","timestamp","customer_id","first_name","last_name","email","gender"
"872","98.64","2021-04-23","449","Benedikt","Dingate","bdingatecg@prlog.org","Polygender"
"873","16.81","2021-04-23","250","Estrellita","Gisburne","egisburne6x@statcounter.com","Bigender"
"882","23.84","2021-04-23","992","Keefer","Maudling","kmaudlingrj@ucoz.ru","Genderfluid"
"884","84.78","2021-04-23","295","Mendel","Gobourn","mgobourn86@paypal.com","Genderfluid"
"886","80.7","2021-04-23","270","Jess","Townshend","jtownshend7h@sciencedirect.com","Polygender"
"889","83.9","2021-04-23","371","Durand","Scyner","dscyneraa@nsw.gov.au","Genderfluid"
"951","82.24","2021-04-23","867","Alyse","Ellett","aelletto2@cmu.edu","Female"
"952","24.76","2021-04-23","2","Pietro","Scintsbury","pscintsbury1@marriott.com","Non-binary"
"981","77.08","2021-04-23","481","Imojean","Pickerin","ipickerindc@themeforest.net","Male"
"982","71.62","2021-04-23","180","Tait","Skillicorn","tskillicorn4z@discovery.com","Polygender"
"997","28.02","2021-04-23","926","Thurstan","Waadenburg","twaadenburgpp@google.com.au","Non-binary"
